.word 0,Offset
GrutiaIronBallisticianName,aCharacterNames.GrutiaArmy - aCharacterNameOffsets
ArionCh09Name,aCharacterNames.ArionCh09 - aCharacterNameOffsets
ArionSquadCh09DragonknightSlimLanceName,aCharacterNames.ArionSquadCh09 - aCharacterNameOffsets
ArionSquadCh09DragonknightSleepSwordName,aCharacterNames.ArionSquadCh09 - aCharacterNameOffsets
ThraciaCh09CommanderDragonriderMeathChargeName,aCharacterNames.CommanderCh09 - aCharacterNameOffsets
ThraciaCh09DragonriderMeathChargeName,aCharacterNames.ThraciaArmyCh09 - aCharacterNameOffsets
ThraciaCh09CommanderDragonriderKapathogiaChargeName,aCharacterNames.CommanderCh09 - aCharacterNameOffsets
ThraciaCh09DragonriderKapathogiaChargeName,aCharacterNames.ThraciaArmyCh09 - aCharacterNameOffsets
ThraciaCh09CommanderDragonriderLutheciaChargeName,aCharacterNames.CommanderCh09 - aCharacterNameOffsets
ThraciaCh09DragonriderLutheciaChargeName,aCharacterNames.ThraciaArmyCh09 - aCharacterNameOffsets
MusarName,aCharacterNames.Musar - aCharacterNameOffsets
MusarSquadGreatKnightName,aCharacterNames.MusarSquad - aCharacterNameOffsets
MusarSquadDukeKnightName,aCharacterNames.MusarSquad - aCharacterNameOffsets
MusarSquadRangerName,aCharacterNames.MusarSquad - aCharacterNameOffsets
MusarSquadPaladinFName,aCharacterNames.MusarSquad - aCharacterNameOffsets
RiddellName,aCharacterNames.Riddell - aCharacterNameOffsets
RiddellSquadArchKnightName,aCharacterNames.RiddellSquad - aCharacterNameOffsets
RiddellSquadGreatKnightName,aCharacterNames.RiddellSquad - aCharacterNameOffsets
RiddellSquadMageKnightName,aCharacterNames.RiddellSquad - aCharacterNameOffsets
RiddellSquadDukeKnightName,aCharacterNames.RiddellSquad - aCharacterNameOffsets
RiddellSquadTroubadourName,aCharacterNames.RiddellSquad - aCharacterNameOffsets
MorriganName,aCharacterNames.Morrigan - aCharacterNameOffsets
RadosDarkMageName,aCharacterNames.DarkMageCh10 - aCharacterNameOffsets
PirateCh10Name,aCharacterNames.PirateCh10 - aCharacterNameOffsets
HildaCh10Name,aCharacterNames.HildaCh10 - aCharacterNameOffsets
DarkBishopCh10Name,aCharacterNames.DarkBishopCh10 - aCharacterNameOffsets
DarkMageCh10JormungandrName,aCharacterNames.DarkMageCh10 - aCharacterNameOffsets
DarkMageCh10HelName,aCharacterNames.DarkMageCh10 - aCharacterNameOffsets
HeroCh10Name,aCharacterNames.MercenaryCh10 - aCharacterNameOffsets
SniperCh10Name,aCharacterNames.MercenaryCh10 - aCharacterNameOffsets
ChronosChildMaleName,aCharacterNames.Child - aCharacterNameOffsets
ChronosChildFemaleName,aCharacterNames.Child - aCharacterNameOffsets
ZagamName,aCharacterNames.Zagam - aCharacterNameOffsets
MiletosDarkMageJormungandrName,aCharacterNames.DarkMageCh10 - aCharacterNameOffsets
MiletosDarkMageHelName,aCharacterNames.DarkMageCh10 - aCharacterNameOffsets
MiletosDarkMageSleepName,aCharacterNames.DarkMageCh10 - aCharacterNameOffsets
MiletosDarkMageFenrirName,aCharacterNames.DarkMageCh10 - aCharacterNameOffsets
MiletosDarkMagePhysicName,aCharacterNames.DarkMageCh10 - aCharacterNameOffsets
MiletosHeroName,aCharacterNames.MercenaryCh10 - aCharacterNameOffsets
MiletosSniperName,aCharacterNames.MercenaryCh10 - aCharacterNameOffsets
MiletosWarriorName,aCharacterNames.MercenaryCh10 - aCharacterNameOffsets
JuliusCh10Name,aCharacterNames.JuliusCh10 - aCharacterNameOffsets
IshtarCh10Name,aCharacterNames.IshtarCh10 - aCharacterNameOffsets
ArvisCh10Name,aCharacterNames.ArvisCh10 - aCharacterNameOffsets
RotenritterCh10GuardFireMage1Name,aCharacterNames.RotenritterCh10 - aCharacterNameOffsets
RotenritterCh10HighPriestName,aCharacterNames.RotenritterCh10 - aCharacterNameOffsets
RotenritterCh10GuardFireMage2Name,aCharacterNames.RotenritterCh10 - aCharacterNameOffsets
DarkMageCh10ChalphyName,aCharacterNames.DarkMageCh10 - aCharacterNameOffsets
PalmarchName,aCharacterNames.Palmarch - aCharacterNameOffsets
ChalphyChildMaleName,aCharacterNames.Child - aCharacterNameOffsets
ChalphyChildFemaleName,aCharacterNames.Child - aCharacterNameOffsets
RotenritterCh10CommanderBaronName,aCharacterNames.RotenritterCh10Commander - aCharacterNameOffsets
RotenritterCh10LanceArmorName,aCharacterNames.RotenritterCh10 - aCharacterNameOffsets
RotenritterCh10BowArmorName,aCharacterNames.RotenritterCh10 - aCharacterNameOffsets
RotenritterCh10CommanderBishopName,aCharacterNames.RotenritterCh10Commander - aCharacterNameOffsets
RotenritterCh10PriestName,aCharacterNames.RotenritterCh10 - aCharacterNameOffsets
RotenritterCh10ChargeFireMageName,aCharacterNames.RotenritterCh10 - aCharacterNameOffsets
RotenritterCh10CommanderMageKnightName,aCharacterNames.RotenritterCh10Commander - aCharacterNameOffsets
RotenritterCh10ArchKnightName,aCharacterNames.RotenritterCh10 - aCharacterNameOffsets
RotenritterCh10GreatKnightName,aCharacterNames.RotenritterCh10 - aCharacterNameOffsets
RotenritterCh10DukeKnightName,aCharacterNames.RotenritterCh10 - aCharacterNameOffsets
DarkMageCh10SleepStaffName,aCharacterNames.DarkMageCh10 - aCharacterNameOffsets
DarkMageCh10FenrirName,aCharacterNames.DarkMageCh10 - aCharacterNameOffsets
RobertoName,aCharacterNames.Roberto - aCharacterNameOffsets
RobertoSquadArchKnightName,aCharacterNames.EddaMercenary - aCharacterNameOffsets
RobertoSquadRangerName,aCharacterNames.EddaMercenary - aCharacterNameOffsets
RobertoSquadMageKnightName,aCharacterNames.EddaMercenary - aCharacterNameOffsets
RobertoSquadDukeKnightName,aCharacterNames.EddaMercenary - aCharacterNameOffsets
RobertoSquadTroubadourName,aCharacterNames.EddaMercenary - aCharacterNameOffsets
BoyceName,aCharacterNames.Boyce - aCharacterNameOffsets
BoyceSquadHeroName,aCharacterNames.EddaMercenary - aCharacterNameOffsets
BoyceSquadSniperName,aCharacterNames.EddaMercenary - aCharacterNameOffsets
RodanName,aCharacterNames.Rodan - aCharacterNameOffsets
RodanSquadBishopMeteorName,aCharacterNames.EddaArmy - aCharacterNameOffsets
RodanSquadBishopBoltingName,aCharacterNames.EddaArmy - aCharacterNameOffsets
RodanSquadHighPriestSleepStaffName,aCharacterNames.EddaArmy - aCharacterNameOffsets
RodanSquadHighPriestFortifyName,aCharacterNames.EddaArmy - aCharacterNameOffsets
JuphielName,aCharacterNames.Juphiel - aCharacterNameOffsets
DarkMageChFinalFenrirName,aCharacterNames.DarkMageChFinal - aCharacterNameOffsets
DarkMageChFinalSilenceStaffName,aCharacterNames.DarkMageChFinal - aCharacterNameOffsets
FisherName,aCharacterNames.Fisher - aCharacterNameOffsets
FisherSquadAxeKnightSteelAxeName,aCharacterNames.FisherSquad - aCharacterNameOffsets
FisherSquadAxeKnightHandAxeName,aCharacterNames.FisherSquad - aCharacterNameOffsets
BrianName,aCharacterNames.Brian - aCharacterNameOffsets
BrianSquadGreatKnightName,aCharacterNames.BrianSquad - aCharacterNameOffsets
BrianSquadTroubadourName,aCharacterNames.BrianSquad - aCharacterNameOffsets
DagonName,aCharacterNames.Dagon - aCharacterNameOffsets
ScipioName,aCharacterNames.Scipio - aCharacterNameOffsets
ScipioSquadArchKnightName,aCharacterNames.ScipioSquad - aCharacterNameOffsets
ScipioSquadTroubadourName,aCharacterNames.ScipioSquad - aCharacterNameOffsets
HildaChFinalName,aCharacterNames.HildaChFinal - aCharacterNameOffsets
HildaSquadChFinalBaronThoronName,aCharacterNames.HildaSquadChFinal - aCharacterNameOffsets
HildaSquadChFinalBaronFortifyName,aCharacterNames.HildaSquadChFinal - aCharacterNameOffsets
FriegeChFinalDarkBishopName,aCharacterNames.FriegeChFinalDarkBishop - aCharacterNameOffsets
FriegeChFinalDarkMageName,aCharacterNames.DarkMageChFinal - aCharacterNameOffsets
ManfroyName,aCharacterNames.Manfroy - aCharacterNameOffsets
VelthomerDarkMageName,aCharacterNames.DarkMageChFinal - aCharacterNameOffsets
JuliusChFinalName,aCharacterNames.JuliusChFinal - aCharacterNameOffsets
MusName,aCharacterNames.Mus - aCharacterNameOffsets
BovisName,aCharacterNames.Bovis - aCharacterNameOffsets
TigrisName,aCharacterNames.Tigris - aCharacterNameOffsets
LepusName,aCharacterNames.Lepus - aCharacterNameOffsets
DracoName,aCharacterNames.Draco - aCharacterNameOffsets
AnguillaName,aCharacterNames.Anguilla - aCharacterNameOffsets
EquusName,aCharacterNames.Equus - aCharacterNameOffsets
OvisName,aCharacterNames.Ovis - aCharacterNameOffsets
SimiaName,aCharacterNames.Simia - aCharacterNameOffsets
GallusName,aCharacterNames.Gallus - aCharacterNameOffsets
CanisName,aCharacterNames.Canis - aCharacterNameOffsets
PorcusName,aCharacterNames.Porcus - aCharacterNameOffsets
ArionChFinalName,aCharacterNames.ArionChFinal - aCharacterNameOffsets
ArionSquadChFinalDragonknightName,aCharacterNames.ArionSquadChFinal - aCharacterNameOffsets
IshtarChFinalName,aCharacterNames.IshtarChFinal - aCharacterNameOffsets
MengName,aCharacterNames.Meng - aCharacterNameOffsets
MabelName,aCharacterNames.Mabel - aCharacterNameOffsets
BlegName,aCharacterNames.Bleg - aCharacterNameOffsets
BelhallaHeroName,aCharacterNames.BelhallaArmy - aCharacterNameOffsets
BelhallaSniperName,aCharacterNames.BelhallaArmy - aCharacterNameOffsets
BelhallaSageName,aCharacterNames.BelhallaArmy - aCharacterNameOffsets
BelhallaHighPriestName,aCharacterNames.BelhallaArmy - aCharacterNameOffsets
BaranName,aCharacterNames.Baran - aCharacterNameOffsets
KutuzovFenrirName,aCharacterNames.Kutuzov - aCharacterNameOffsets
RogueCh08Name,aCharacterNames.RogueCh08 - aCharacterNameOffsets
GazackName,aCharacterNames.Gazack - aCharacterNameOffsets
CrotorName,aCharacterNames.Crotor - aCharacterNameOffsets
WisemanName,aCharacterNames.Wiseman - aCharacterNameOffsets
SharkName,aCharacterNames.Shark - aCharacterNameOffsets
HoodName,aCharacterNames.Hood - aCharacterNameOffsets
BacchusName,aCharacterNames.Bacchus - aCharacterNameOffsets
EmirName,aCharacterNames.Emir - aCharacterNameOffsets
DiceCh01Name,aCharacterNames.DiceCh01 - aCharacterNameOffsets
ZeroName,aCharacterNames.Zero - aCharacterNameOffsets
MahatmaName,aCharacterNames.Mahatma - aCharacterNameOffsets
RowanName,aCharacterNames.Rowan - aCharacterNameOffsets
BarcninName,aCharacterNames.Barcnin - aCharacterNameOffsets
MilletName,aCharacterNames.Millet - aCharacterNameOffsets
HeltsokName,aCharacterNames.Heltsok - aCharacterNameOffsets
ChacofName,aCharacterNames.Chacof - aCharacterNameOffsets
KeimosCh02Name,aCharacterNames.KeimosCh02 - aCharacterNameOffsets
MarilynCh02Name,aCharacterNames.MarilynCh02 - aCharacterNameOffsets
TylerName,aCharacterNames.Tyler - aCharacterNameOffsets
LippCh03Name,aCharacterNames.LippCh03 - aCharacterNameOffsets
PelleoName,aCharacterNames.Pelleo - aCharacterNameOffsets
TrevilleName,aCharacterNames.Treville - aCharacterNameOffsets
GellerName,aCharacterNames.Geller - aCharacterNameOffsets
PazanName,aCharacterNames.Pazan - aCharacterNameOffsets
DomaName,aCharacterNames.Doma - aCharacterNameOffsets
KellerName,aCharacterNames.Keller - aCharacterNameOffsets
ThorntonCh03Name,aCharacterNames.ThorntonCh03 - aCharacterNameOffsets
MarioCh03Name,aCharacterNames.MarioCh03 - aCharacterNameOffsets
KemalName,aCharacterNames.Kemal - aCharacterNameOffsets
KaledinName,aCharacterNames.Kaledin - aCharacterNameOffsets
KeithName,aCharacterNames.Keith - aCharacterNameOffsets
SenghorName,aCharacterNames.Senghor - aCharacterNameOffsets
NikitaName,aCharacterNames.Nikita - aCharacterNameOffsets
NeneName,aCharacterNames.Nene - aCharacterNameOffsets
KraffName,aCharacterNames.Kraff - aCharacterNameOffsets
NiklasName,aCharacterNames.Niklas - aCharacterNameOffsets
AtlasCh04Name,aCharacterNames.AtlasCh04 - aCharacterNameOffsets
ShackalName,aCharacterNames.Shackal - aCharacterNameOffsets
LippCh05Name,aCharacterNames.LippCh05 - aCharacterNameOffsets
GreiasName,aCharacterNames.Greias - aCharacterNameOffsets
GeeseName,aCharacterNames.Geese - aCharacterNameOffsets
LeeName,aCharacterNames.Lee - aCharacterNameOffsets
ShisalName,aCharacterNames.Shisal - aCharacterNameOffsets
HawksName,aCharacterNames.Hawks - aCharacterNameOffsets
NazarlName,aCharacterNames.Nazarl - aCharacterNameOffsets
SifName,aCharacterNames.Sif - aCharacterNameOffsets
TolstoyName,aCharacterNames.Tolstoy - aCharacterNameOffsets
BottsmanName,aCharacterNames.Bottsman - aCharacterNameOffsets
KrugerName,aCharacterNames.Kruger - aCharacterNameOffsets
MannsteinName,aCharacterNames.Mannstein - aCharacterNameOffsets
CastorName,aCharacterNames.Castor - aCharacterNameOffsets
HoepnerName,aCharacterNames.Hoepner - aCharacterNameOffsets
RandochName,aCharacterNames.Randoch - aCharacterNameOffsets
WolfenName,aCharacterNames.Wolfen - aCharacterNameOffsets
DeweyName,aCharacterNames.Dewey - aCharacterNameOffsets
FeteName,aCharacterNames.Fete - aCharacterNameOffsets
MarshachName,aCharacterNames.Marshach - aCharacterNameOffsets
LuisName,aCharacterNames.Luis - aCharacterNameOffsets
HesterName,aCharacterNames.Hester - aCharacterNameOffsets
MalderName,aCharacterNames.Malder - aCharacterNameOffsets
GismotName,aCharacterNames.Gismot - aCharacterNameOffsets
XenonCh08Name,aCharacterNames.XenonCh08 - aCharacterNameOffsets
JacksonCh08Name,aCharacterNames.JacksonCh08 - aCharacterNameOffsets
IndraCh09Name,aCharacterNames.IndraCh09 - aCharacterNameOffsets
NietzcheName,aCharacterNames.Nietzche - aCharacterNameOffsets
ApostoleName,aCharacterNames.Apostole - aCharacterNameOffsets
MillerName,aCharacterNames.Miller - aCharacterNameOffsets
CilonName,aCharacterNames.Cilon - aCharacterNameOffsets
KlainName,aCharacterNames.Klain - aCharacterNameOffsets
SleightonName,aCharacterNames.Sleighton - aCharacterNameOffsets
TriestaName,aCharacterNames.Triesta - aCharacterNameOffsets
CanaanCh09Name,aCharacterNames.CanaanCh09 - aCharacterNameOffsets
HasmannName,aCharacterNames.Hasmann - aCharacterNameOffsets
GrantsName,aCharacterNames.Grants - aCharacterNameOffsets
ClosroiName,aCharacterNames.Closroi - aCharacterNameOffsets
RolandName,aCharacterNames.Roland - aCharacterNameOffsets
MassigliName,aCharacterNames.Massigli - aCharacterNameOffsets
RivaName,aCharacterNames.Riva - aCharacterNameOffsets
GloriaName,aCharacterNames.Gloria - aCharacterNameOffsets
NotheName,aCharacterNames.Nothe - aCharacterNameOffsets
IndraCh10Name,aCharacterNames.IndraCh10 - aCharacterNameOffsets
DiceChFinalName,aCharacterNames.DiceChFinal - aCharacterNameOffsets
KeimosChFinalName,aCharacterNames.KeimosChFinal - aCharacterNameOffsets
MarilynChFinalName,aCharacterNames.MarilynChFinal - aCharacterNameOffsets
XenonChFinalName,aCharacterNames.XenonChFinal - aCharacterNameOffsets
JacksonChFinalName,aCharacterNames.JacksonChFinal - aCharacterNameOffsets
ThorntonChFinalName,aCharacterNames.ThorntonChFinal - aCharacterNameOffsets
MarioChFinalName,aCharacterNames.MarioChFinal - aCharacterNameOffsets
CanaanChFinalName,aCharacterNames.CanaanChFinal - aCharacterNameOffsets
AtlasChFinalName,aCharacterNames.AtlasChFinal - aCharacterNameOffsets
ZeusName,aCharacterNames.Zeus - aCharacterNameOffsets
ForsetiUnitName,aCharacterNames.ForsetiUnit - aCharacterNameOffsets
